finding_id	status	severity	category	unit	scope	summary	evidence	resolution	fix_commit	verification
PT-PRIMITIVE-A11Y-001	fixed	high	accessibility-semantics	39-pyrus-shell-components-lib	artifacts/pyrus/src/components/platform/primitives.jsx	Shared compact visuals and selection controls omitted accessible semantics	Sparklines/histograms lacked a named-or-decorative contract, numberless ScoreBar lacked a label path, expandable rows omitted state, and active Pill state was visual-only	Add named/decorative SVG contracts, caller labels, aria-expanded, button type, and conditional aria-pressed	aded1879,539dc3c0	Primitive SSR regressions, final 62-test suite, typecheck, and build passed
PT-SIGNAL-DOT-A11Y-001	fixed	high	accessibility-target-semantics	39-pyrus-shell-components-lib	artifacts/pyrus/src/components/platform/signal-language/SignalDots.jsx	Signal dots exposed inert cells as buttons and responsive target sizing either overflowed rows or disappeared through portals	Every state could render action semantics; the shell-scoped 44px class exceeded a 44px two-line row yet did not reach body-portaled drawers; labelled mode remained 18 by 14	Render buttons only for selectable directional states and use an explicit 24 by 24 target floor in glyph and labelled modes	aded1879,539dc3c0	Glyph and labelled target regressions, typecheck, build, and final adversarial recheck passed
PT-FAILURE-FOCUS-001	fixed	high	accessibility-keyboard	39-pyrus-shell-components-lib	artifacts/pyrus/src/components/platform/FailurePointTooltip.jsx; artifacts/pyrus/src/screens/DiagnosticsScreen.jsx; artifacts/pyrus/src/screens/algo/DiagPanel.jsx; artifacts/pyrus/src/screens/algo/AlgoOperationsPrimitives.jsx	Failure details were either unreachable by keyboard or introduced nested focus stops	Standalone icons were hover-only; after adding focus, button-owned icons became nested targets; simply disabling the icon left tooltip handlers on an unfocusable descendant	Keep standalone icons focusable, disable their inner tooltip under an owner, and attach one FailurePointTooltip to the owning button	57a9e55f,539dc3c0	Rendered owner contract passed; isolated Chromium focus produced one tooltip with matching aria-describedby; final recheck found no defect
PT-MOTION-PREFERENCE-001	fixed	high	accessibility-motion	39-pyrus-shell-components-lib	artifacts/pyrus/src/index.css; artifacts/pyrus/src/components/platform/primitives.jsx; artifacts/pyrus/src/components/platform/signal-language/BigDirectionGlyph.jsx	Inline transitions and animations survived OS or application reduced-motion mode	Generic inline styles outranked prior rules; the first fix then attached the expandable-row hook to SurfacePanel instead of the max-height region	Use authoritative reduced-motion selectors and attach targeted hooks to the actual animated nodes	f60dd5c5,539dc3c0	Component-scoped regressions and Chromium cascade probe passed in OS and app modes
PT-LIB-DEAD-001	fixed	low	dead-code-reduction	39-pyrus-shell-components-lib	artifacts/pyrus/src/lib/numberTick.js; artifacts/pyrus/src/lib/requestHealthTone.js; artifacts/pyrus/src/lib/responsive.ts; artifacts/pyrus/src/lib/timeZone.ts; artifacts/pyrus/src/lib/tooltipStyles.ts; artifacts/pyrus/src/lib/typography.ts; artifacts/pyrus/src/lib/uiTokens.jsx	Unused library exports and duplicate branches expanded the maintenance surface	Repository-wide caller scans found no consumers for testing hooks, status arrays, viewport helpers, tooltip styles, font fallback, and several tokens; time-zone and reduced-motion branches were duplicated	Remove only zero-consumer exports and collapse identical branches	1c5e4205	Caller census, focused tests, typecheck, build, and final adversarial scan passed
PT-UI-DEAD-001	fixed	low	dead-code-dependency	39-pyrus-shell-components-lib	artifacts/pyrus/src/components/ui; artifacts/pyrus/src/app/AppProviders.tsx; artifacts/pyrus/package.json; pnpm-lock.yaml	Inert providers, unused UI exports, and an unused direct tooltip dependency remained	The custom tooltip no longer used Radix Tooltip; caller scans found no consumers for the provider and retired card/menu/popover exports	Delete the inert surface, remove the direct dependency, and reconcile the lockfile	fcfbda84,539dc3c0	UI surface regressions, frozen lockfile, typecheck, build, and caller scan passed
PT-UI-NOOP-MOTION-001	fixed	low	correctness-styles	39-pyrus-shell-components-lib	artifacts/pyrus/src/components/ui/dropdown-menu.tsx; artifacts/pyrus/src/components/ui/popover.tsx	Menu components claimed Tailwind animation utilities unavailable in the compiled stylesheet	The class strings referenced animate/fade/zoom/slide utilities with no generated rules	Remove unsupported motion class strings instead of advertising no-op behavior	fcfbda84	Negative source regression and final Unit 39 validation passed
PT-TONES-DEAD-001	fixed	low	dead-code-reduction	39-pyrus-shell-components-lib	artifacts/pyrus/src/components/platform/signal-language/tones.js	Duplicate signal palette exports repeated the same semantic mappings	Caller census found the aliases unused while retained helpers already exposed the canonical tones	Remove duplicate zero-consumer palette exports	dc4e2a0e	Caller scan, typecheck, build, and final adversarial scan passed
PT-PLATFORM-DEAD-001	fixed	low	dead-code-reduction	39-pyrus-shell-components-lib	artifacts/pyrus/src/components/platform/DataIssueInlineIcon.jsx	An unused DataIssueValue composition wrapper remained	Repository-wide production caller census found only the declaration	Delete the zero-consumer wrapper while retaining the live inline icon	a291f78f	Caller scan, typecheck, build, and final adversarial scan passed
PT-CSS-SURFACE-001	fixed	low	style-simplification	39-pyrus-shell-components-lib	artifacts/pyrus/src/index.css; artifacts/pyrus/src/lib/uiTokens.jsx	Duplicate selectors and unused color/glow proxy tokens expanded the global style surface	The stylesheet contained 26 identical selector lists and caller census found no use for several semantic aliases	Collapse duplicate selector lists and remove unused proxy tokens without changing computed values	10937ad3	CSS census regressions, reduced-motion probe, typecheck, and production build passed
PT-RESILIENCE-001	fixed	medium	product-semantics	39-pyrus-shell-components-lib	artifacts/pyrus/src/components/platform/ResilienceMarker.jsx	ResilienceMarker has no live consumer but repository sources disagree on whether it must remain	Production caller census is empty; BACKEND_RESILIENCE_UI_PLAN still requires the component while Account contracts explicitly reject resilience markers	Retire the zero-consumer component and mark the stale implementation plan historical so it cannot recreate the surface	9df6c0ad	Production caller census remained empty; 13 resilience contracts and Pyrus typecheck passed
PT-SCORE-A11Y-001	fixed	medium	accessibility-financial	33-pyrus-market-signal-flow-gex	artifacts/pyrus/src/features/market/MarketUniverseTable.jsx	Options premium accessibility text could announce a 101 percent total	Call and put shares were rounded independently, so a 50.5 percent call share became 51 percent calls and 50 percent puts	Round calls once and derive puts as 100 minus the rounded call percentage	539dc3c0	Caller arithmetic regression, final suite, typecheck, and production build passed; baseline MarketUniverseTable coverage remains pending
PT-SIGNALS-ROW-A11Y-001	fixed	high	accessibility-keyboard-semantics	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/SignalsScreen.jsx	Focusable issue icons and native buttons were nested inside an ARIA button row	The virtual row used role button and tabIndex despite already containing a real expand button; its nested-target guard also ignored tabindex descendants	Keep pointer row selection, remove redundant row-button keyboard semantics, retain the real expand button, and guard tabindex descendants	539dc3c0	Source contract and isolated tooltip focus probe passed; final Unit37 matrix passed 61/61; closing seal 90ac1d9bbe7371168ce06c00856607622af52574e091ef38c7d676cf277a51a2
PT-ROWSPARK-001	fixed	low	contract-documentation	39-pyrus-shell-components-lib	artifacts/pyrus/src/components/platform/primitives.jsx; docs/plans/market-screen-redesign-2026-06-26.md	RowSparkValue had no production consumer while an active market plan mandated reusing it	Repository-wide caller census found only the declaration while the plan listed it under reusable primitives with do-not-reinvent guidance	Delete the zero-consumer wrapper and update the plan to direct MicroSparkline composition	faf9c9f4	Production caller census remained empty; primitive SSR tests passed 5/5 and Pyrus typecheck passed
PT-AGENT-CHAT-001	fixed	high	security-local-boundary	00-repo-agent-config	.agents/agent-chat-server.mjs	The unauthenticated coordination service trusted a bind-host override and foreign Host authority	Baseline line 28 accepted AGENT_CHAT_HOST while read write and SSE routes had no authentication; loopback binding alone still admitted requests addressed to a different Host	Bind only to 127.0.0.1, publish the actual socket address, and reject noncanonical Host authority	fddc5542,c6347f6c	Focused integration passed 1/1; loopback metadata and hostile-Host 421 assertions passed
